Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
2023-03-19 18:23:39.356,0 days 02:22:39.270000,,465.6963888888888,0 days 00:00:00,10737,300,8,100,False,0,interpolation,0.02068514825996215,3.3718690232064556e-06,OnTrack,-1316,287,117
2023-03-19 18:23:39.562,0 days 02:22:39.476000,,465.6963888888888,0 days 00:00:00.206000,10743,301,8,100,False,0,pos,17.315313948842576,0.002822555100762463,OnTrack,-1396,503,118
2023-03-19 18:23:39.570,0 days 02:22:39.484000,,465.6963888888888,0 days 00:00:00.214000,10754,302,8,100,False,0,car,17.98888888888889,0.0029323539983389393,OnTrack,-1398,508,118
2023-03-19 18:23:39.810,0 days 02:22:39.724000,11,465.6963888888888,0 days 00:00:00.454000,10832,304,8,100,False,0,car,38.25555555555556,0.006236006680840622,OnTrack,-1436,613,118
2023-03-19 18:23:39.842,0 days 02:22:39.756000,11,461.07416666666654,0 days 00:00:00.486000,10832,304,8,100,False,0,pos,40.96387621671166,0.006677487806694392,OnTrack,-1443,630,118
2023-03-19 18:23:39.970,0 days 02:22:39.884000,11,456.45194444444434,0 days 00:00:00.614000,10832,305,8,100,False,0,car,51.81111111111111,0.008445686654882318,OnTrack,-1476,719,117
2023-03-19 18:23:40.130,0 days 02:22:40.044000,11,447.2963888888888,0 days 00:00:00.774000,10856,306,8,100,False,0,car,65.41111111111111,0.01066261148129792,OnTrack,-1527,857,117
2023-03-19 18:23:40.142,0 days 02:22:40.056000,11,442.6963888888888,0 days 00:00:00.786000,10874,306,8,100,False,0,pos,66.43302854971928,0.010829193403371268,OnTrack,-1531,868,117
2023-03-19 18:23:40.290,0 days 02:22:40.204000,11,438.0963888888888,0 days 00:00:00.934000,10893,307,8,100,False,0,car,79.05555555555556,0.012886781160087431,OnTrack,-1574,987,116
2023-03-19 18:23:40.342,0 days 02:22:40.256000,11,432.5741666666666,0 days 00:00:00.986000,10897,307,8,100,False,0,pos,83.49646837051765,0.013610690709457775,OnTrack,-1589,1028,117
2023-03-19 18:23:40.501,0 days 02:22:40.415000,11,427.05194444444436,0 days 00:00:01.145000,10901,307,8,100,False,0,pos,97.09508075393985,0.01582738934163508,OnTrack,-1636,1157,117
2023-03-19 18:23:40.570,0 days 02:22:40.484000,11,421.5297222222222,0 days 00:00:01.214000,10905,308,8,100,False,0,car,103.0111111111111,0.01679175658962341,OnTrack,-1662,1228,116
2023-03-19 18:23:40.842,0 days 02:22:40.756000,11,409.30749999999995,0 days 00:00:01.486000,10952,309,8,100,False,0,pos,126.42370302066175,0.020608223961316053,OnTrack,-1772,1527,117
2023-03-19 18:23:40.970,0 days 02:22:40.884000,11,397.0852777777777,0 days 00:00:01.614000,11000,310,8,100,False,0,car,137.45555555555558,0.022406517179401494,OnTrack,-1790,1577,117
2023-03-19 18:23:41.101,0 days 02:22:41.015000,11,388.0000925925925,0 days 00:00:01.745000,11018,310,8,100,False,0,pos,148.7400180389747,0.024245988137654974,OnTrack,-1813,1640,117
2023-03-19 18:23:41.361,0 days 02:22:41.275000,11,378.9149074074073,0 days 00:00:02.005000,11036,310,8,100,False,0,pos,171.12530769155833,0.02789499581245769,OnTrack,-1932,1964,117
2023-03-19 18:23:41.410,0 days 02:22:41.324000,11,369.82972222222213,0 days 00:00:02.054000,11054,310,8,100,False,0,car,175.3444444444445,0.028582753828157385,OnTrack,-1949,2010,117
2023-03-19 18:23:41.570,0 days 02:22:41.484000,11,359.96305555555557,0 days 00:00:02.214000,11053,310,8,100,False,0,car,189.12222222222223,0.03082865806406861,OnTrack,-1981,2097,117
2023-03-19 18:23:41.730,0 days 02:22:41.644000,11,350.2297222222222,0 days 00:00:02.374000,10984,310,8,100,False,0,car,202.90000000000003,0.03307456229997985,OnTrack,-2003,2158,117
2023-03-19 18:23:41.782,0 days 02:22:41.696000,11,344.2019444444444,0 days 00:00:02.426000,10999,310,8,100,False,0,pos,207.379618721499,0.033804781267374504,OnTrack,-2015,2190,117
2023-03-19 18:23:41.930,0 days 02:22:41.844000,11,338.1741666666666,0 days 00:00:02.574000,11015,310,8,100,False,0,car,220.12222222222226,0.03588194259486889,OnTrack,-2057,2307,116
2023-03-19 18:23:42.002,0 days 02:22:41.916000,11,332.28527777777776,0 days 00:00:02.646000,11009,309,8,100,False,0,pos,226.30512159889108,0.036889811942469375,OnTrack,-2080,2368,117
2023-03-19 18:23:42.130,0 days 02:22:42.044000,11,326.3963888888889,0 days 00:00:02.774000,11003,309,8,100,False,0,car,237.2888888888889,0.038680266824290536,OnTrack,-2117,2468,117
2023-03-19 18:23:42.181,0 days 02:22:42.095000,11,318.29763888888886,0 days 00:00:02.825000,10961,309,8,100,False,0,pos,241.67316518242646,0.0393949441008353,OnTrack,-2133,2513,117
2023-03-19 18:23:42.409,0 days 02:22:42.323000,11,310.19888888888886,0 days 00:00:03.053000,10920,310,8,100,False,0,car,261.3138888888889,0.042596562335660754,OnTrack,-2210,2752,116
2023-03-19 18:23:42.482,0 days 02:22:42.396000,11,304.56,0 days 00:00:03.126000,10937,310,8,100,False,0,pos,267.6037279002227,0.043621863825247756,OnTrack,-2231,2822,117
2023-03-19 18:23:42.609,0 days 02:22:42.523000,11,298.92111111111114,0 days 00:00:03.253000,10955,310,8,100,False,0,car,278.53611111111115,0.045403942630549796,OnTrack,-2258,2918,117
2023-03-19 18:23:42.809,0 days 02:22:42.723000,11,288.08777777777783,0 days 00:00:03.453000,11013,309,8,100,False,0,car,295.70277777777784,0.048202266859971456,OnTrack,-2288,3036,117
2023-03-19 18:23:42.861,0 days 02:22:42.775000,11,281.95444444444445,0 days 00:00:03.505000,10945,309,8,100,False,0,pos,300.1653768488151,0.04892971146812746,OnTrack,-2298,3074,118
2023-03-19 18:23:43.049,0 days 02:22:42.963000,11,275.8211111111111,0 days 00:00:03.693000,10878,309,8,100,False,0,car,316.3027777777778,0.05156025593527743,OnTrack,-2340,3229,118
2023-03-19 18:23:43.061,0 days 02:22:42.975000,11,270.8519444444445,0 days 00:00:03.705000,10888,308,8,100,False,0,pos,317.33263215841,0.05172813165174922,OnTrack,-2343,3240,118
2023-03-19 18:23:43.250,0 days 02:22:43.164000,11,265.8827777777778,0 days 00:00:03.894000,10898,308,8,100,False,0,car,333.49944444444446,0.05436347044005148,OnTrack,-2385,3396,117
2023-03-19 18:23:43.281,0 days 02:22:43.195000,11,260.66055555555556,0 days 00:00:03.925000,10657,304,8,66,False,0,pos,336.12349304120846,0.054791214445925544,OnTrack,-2392,3422,118
2023-03-19 18:23:43.501,0 days 02:22:43.415000,11,255.43833333333336,0 days 00:00:04.145000,10416,300,8,33,False,0,pos,354.45594000215954,0.05777957156332845,OnTrack,-2442,3604,118
2023-03-19 18:23:43.650,0 days 02:22:43.564000,11,250.21611111111116,0 days 00:00:04.294000,10175,296,8,0,True,0,car,366.3883333333334,0.05972466119674281,OnTrack,-2474,3721,117
2023-03-19 18:23:43.681,0 days 02:22:43.595000,11,246.51611111111114,0 days 00:00:04.325000,9841,283,8,0,True,0,pos,368.8102392145363,0.060119454084631097,OnTrack,-2482,3749,118
2023-03-19 18:23:43.890,0 days 02:22:43.804000,11,242.81611111111113,0 days 00:00:04.534000,9508,271,8,0,True,0,car,384.45500000000004,0.06266969368673608,OnTrack,-2538,3957,118
2023-03-19 18:23:43.921,0 days 02:22:43.835000,11,240.81611111111113,0 days 00:00:04.565000,9460,258,8,0,True,0,pos,386.63454029496523,0.0630249787595362,OnTrack,-2546,3984,118
2023-03-19 18:23:44.090,0 days 02:22:44.004000,11,238.81611111111113,0 days 00:00:04.734000,9413,246,8,0,True,0,car,398.12166666666667,0.06489748579171255,OnTrack,-2575,4090,117
2023-03-19 18:23:44.290,0 days 02:22:44.204000,11,235.31611111111118,0 days 00:00:04.934000,9571,246,8,0,True,0,car,411.78833333333336,0.06712527789668901,OnTrack,-2598,4173,117
2023-03-19 18:23:44.341,0 days 02:22:44.255000,11,234.78277777777785,0 days 00:00:04.985000,9431,228,8,0,True,0,pos,414.93972674110216,0.06763898394694526,OnTrack,-2606,4199,117
2023-03-19 18:23:44.450,0 days 02:22:44.364000,11,234.24944444444452,0 days 00:00:05.094000,9291,211,8,0,True,0,car,421.16611111111115,0.06865394174758344,OnTrack,-2623,4260,117
2023-03-19 18:23:44.462,0 days 02:22:44.376000,11,234.6050000000001,0 days 00:00:05.106000,9503,201,8,0,True,0,pos,421.8219636681247,0.06876085173406221,OnTrack,-2626,4267,117
2023-03-19 18:23:44.682,0 days 02:22:44.596000,11,234.96055555555566,0 days 00:00:05.326000,9716,191,8,0,True,0,pos,432.923448340379,0.07057049562964994,OnTrack,-2662,4380,116
2023-03-19 18:23:44.690,0 days 02:22:44.604000,11,235.31611111111124,0 days 00:00:05.334000,9929,182,6,0,True,0,car,433.2994444444445,0.0706317864456601,OnTrack,-2663,4383,115
2023-03-19 18:23:44.930,0 days 02:22:44.844000,11,238.64944444444444,0 days 00:00:05.574000,9711,158,4,0,True,0,car,443.83277777777784,0.07234881645827611,OnTrack,-2693,4465,116
2023-03-19 18:23:44.942,0 days 02:22:44.856000,11,240.56611111111113,0 days 00:00:05.586000,9859,151,4,0,True,0,pos,444.3303307765415,0.07242992216382145,OnTrack,-2696,4470,116
2023-03-19 18:23:45.130,0 days 02:22:45.044000,11,242.4827777777778,0 days 00:00:05.774000,10008,145,4,0,True,0,car,451.8883333333334,0.07366194595104678,OnTrack,-2738,4564,115
2023-03-19 18:23:45.202,0 days 02:22:45.116000,11,244.10500000000008,0 days 00:00:05.846000,10008,143,4,0,True,0,pos,454.7459924575269,0.07412777061706574,OnTrack,-2754,4595,115
2023-03-19 18:23:45.290,0 days 02:22:45.204000,11,245.72722222222234,0 days 00:00:05.934000,10008,141,3,0,True,0,car,458.15500000000003,0.07468347013576769,OnTrack,-2768,4622,114
2023-03-19 18:23:45.522,0 days 02:22:45.436000,11,248.993888888889,0 days 00:00:06.166000,9457,134,3,0,True,0,pos,466.3502182349553,0.07601936592716228,OnTrack,-2801,4667,114
2023-03-19 18:23:45.530,0 days 02:22:45.444000,11,252.26055555555564,0 days 00:00:06.174000,8907,127,3,0,True,0,car,466.6216666666667,0.07606361451299702,OnTrack,-2802,4668,113
